"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"Jenks Machine & Tool Co., Inc.",="188","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4134 State Route 4                                ","Receiving Hours: 6AM-2PM - M-F ","","Hudson Falls","NY",="12839","","","747-0798",="747-0798","518-747-6278",="518-747-6278",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="14-1781856","",="4000-00-00"
"Jet Precision Metal, Inc",="541","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="7 Schoon Avenue","","","Hawthorne","NJ",="07506","","","423-4350",="423-4350",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="22-2701262",="222-701262-000",="4000-00-00"
"JF Machine Inc",="687","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="89 Otis Street","","","West Babylon ","NY",="11704","","","491 - 7273",="491 - 7273",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"JIM REESER",="319","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","REESER SALES ASSOCIATES LLC",="24 BEAROSLEY AVE","","OAKVILLE","CT",="06779","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"JLP Machine & Welding LLC.",="547","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="10 Winter Street","","","Kingston","MA",="02364","","","585-1744",="585-1744","781-585-2099",="781-585-2099",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="26-3415197","",="4000-00-00"
"JM Products","J00012","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="6 Benson Rd","","","Oxford","CT",="06478","United States","","267-6434",="267-6434","267-6435",="267-6435",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"JMS Metal Products","J00002","",="1","Customer","C","","","","","Yes","y","No","n","","","","",="7 Marshal St ","UNIT 7B","","Wallingford","CT",="06492","United States","","269-6868",="269-6868","294-1296",="294-1296",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Joe Valentine Machine Co","J00003","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="77 Southfield Ave","","","Stamford","CT",="06902","United States","","356-9776",="356-9776","708-0031",="708-0031",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"John Ferraro",="635","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"John Mazur Inc",="808","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="94K East Jefryn Blvd","","","Deer park","NY",="11729","","","242 - 4554",="242 - 4554",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="11-1821358","",="4000-00-00"
"JoLin Machining Corp.",="649","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1561 Smithtown Ave","","","Bohemia","NY",="11716","","","589 - 1305",="589 - 1305","631 - 589 - 1318",="631 - 589 - 1318",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"JPA Tools llc. ",="180","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="80 Oronoque Traill","","","Shelton","CT",="06484","","","676-1811",="676-1811","513-8266",="513-8266",,"",,"","JPATOOLS@YAHOO.COM",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"JT Machine",="306","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="175 Davis Street","","","E. Douglas","MA",="01516","","","476-1508",="476-1508","508-476-1509",="508-476-1509",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"JT Manufacturing Corp.",="655","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="60B Pulpit Rock Rd","** REAR UNLOAD ONLY ** ","","Pelham","NH",="03076","","","821 - 5720",="821 - 5720","603 - 821 - 5717",="603 - 821 - 5717","","",,"","","","BT","Bob Thompson","","","","","No","N","USD",="04-2878386","",="4000-00-00"
"Juan Jimenez",="342","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","","","","","","","","","361-5884",="361-5884",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Jurman Metrics Inc","J00030","",="1","Customer","C","","","","","Yes","y","No","n","","","","",="555 Hammertown Rd ","","","Monroe","CT",="06468","United States","","261-9388",="261-9388","268-9961",="268-9961",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"JV Precision Machine Co","JV0001","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="71 Cogwheel Lane","","","Seymour","CT",="06483","United States","","888-0748",="888-0748","888-7433",="888-7433",,"",,"","",="0006","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"K&R Precision",="394","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="39 John St","","","New Britain","CT",="06051","","","505-8030",="505-8030","860 357-4269",="860 357-4269",,"",,"","krgrinding@krgrinding.com","","EP","Edward Pantalena","","","","","No","N","USD",="81-5063202","Y",="4000-00-00"
"K4 Machining LLC",="404","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="217 Interstate Lane","","","Waterbury","CT",="06705","","","437-8764",="437-8764","203-437-8768",="203-437-8768",,"",,"","lou@k4machining.com",="0001","EP","Edward Pantalena","","","","","No","N","USD",="83-0621281",="75457192-000",="4000-00-00"
"KAF Manufacturing Co. Inc.",="106","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="14 Fahey St","","","Stamford","CT",="06907","","","324-3012",="324-3012","348-0883",="348-0883",,"",,"","",="0004","JL","Joe Lafantano","","","","","No","N","USD",="06-0967473",="2287696-000",="4000-00-00"
"Kamatics Corporation",="828","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="1330 Blue Hills Avenue ","","","Bloomfield","CT",="06002","","","243-7829",="243-7829",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Karas Engineering Co., Inc.",="374","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","44 Old State Rd., #20","","","New Milford","CT",="06776","","","355-3153",="355-3153",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Kaynor Technical High School",="219","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","43 Tompkins St.","","","Waterbury","CT",="06708","","","578-8763",="578-8763",,"",,"",,"","",="0001","","","","","","","No","N","USD","","",="4000-00-00"
"KC Precision Machining","K00011","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="23 Old Right Road","","","Ipswich","MA",="01938","United States","","356-8900",="356-8900","356-8899",="356-8899",,"","","","",="0008","BT","Bob Thompson","","","","","No","N","USD",="47-1857458",="47-1857458",="4000-00-00"
"Kensington Glass Co Inc",="386","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","124 Woodlawn Rd.","","","Berlin","CT",="06037","","","828-9363",="828-9363",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Kimber Mfg., Inc.",="753","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","16 Harrison Ave.","","","Yonkers","NY",="10705","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="23-2858068","",="4000-00-00"
"Kinetic Development Group LLC","K00021","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="71 Cogwheel Lane","","","Seymour","CT",="06483","United States","",,"",,"",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Kinetic Instruments Inc.",="323","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","17 Berkshire Blvd.","","","Bethel","CT",="06801","","","743-0080",="743-0080",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Kivort Steel, Inc",="322","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="380 Hudson River Road","","","Waterford","NY",="12188","","","462-2616",="462-2616",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"KKSP-CT Div. / Prime Eng. Comp.",="316","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1012 Buckingham Street","","","Watertown","CT",="06795","","","274-6773",="274-6773",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Knight Machine & Tool Co. Inc.",="498","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="11 Industrial Drive","","","South Hadley","MA",="10175","","","532-2507",="532-2507",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="04-3559336","",="4000-00-00"
"Kochek","ALUM18","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="75 Highland Dr","Putnam Industrial Park","","Putnam","CT",="06260","United States","","963-3377",="963-3377",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Kong Machining",="746","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","524 - 4947",="524 - 4947",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Kontrast 4D ",="767","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="1 Jefferson Ave","","","Salem","MA",="01970","","",,"",,"","617-901-0197",="617-901-0197",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Koshii Maxelum America, Inc.",="486","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="12 Van Kleeck Drive","","","Poughkeepsie","NY",="12601","","","471-0500",="471-0500",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="14-1798065","",="4000-00-00"
"Kovacs Machine and Tool, a division of Simson Products",="396","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="50 North Plains Industrial Road","","","Wallingford","CT",="06492","","","269-4949",="269-4949",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"KPG Machine",="214","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="546 Westcott Road","","","Danielson","CT",="06239","","","774-1970",="774-1970",,"",,"",,"","kpgmachine@hotmail.com","","BT","Bob Thompson","","","","","No","N","USD",="26-2815538",="9577925-000",="4000-00-00"
"Labco Welding Inc.",="138","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","129 Industrial Park Rd.","","","Middletown","CT",="06457","","","632-2625",="632-2625","632-2231",="632-2231",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-0912574",="079499-0000",="4000-00-00"
"Lake Machine Co",="603","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="12 Balcom Place","","","Claremont","NH",="03743","","","542-8884",="542-8884",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="22-2236990","",="4000-00-00"
"Laser Process Mfg., Inc.",="170","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Centennial Drive","","","Peabody","MA",="01960","","","531-6003",="531-6003","532-8882",="532-8882",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Lauretano Sign Group Worldwide",="514","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","One Tremco Drive","","","Terryville","CT",="06786","","","582-0233",="582-0233",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1346956","",="4000-00-00"
"LDM Manufacturing",="450","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="20 Hultenius Street","","","Plainville","CT",="06062","","","410-9804",="410-9804","410-9786",="410-9786",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="47-5181929",="66908211-001",="4000-00-00"
"Lee Company",="216","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Pettitpaug Road","PO Box 424","","Westbrook","CT",="06498","","","399-6281",="399-6281","399-7023",="399-7023",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="06-0639381",="0587030-000",="4000-00-00"
"Lee Tool Company , Inc.",="458","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="40 Rowenwood Drive","PO BOX 509","","Ludlow ","MA",="01056","","","583-8750",="583-8750","416-583-8718",="416-583-8718",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="04-3038949",="04-3038949",="4000-00-00"
"Lex Products LLC",="591","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="35 Nutmeg Drive","Suite 205","","Trumbull","CT",="06611","","","363-3738",="363-3738",,"","363-3742",="363-3742",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-1284547",="58-75547000",="4000-00-00"
"Lincoln Tool & Machine Corp.",="111","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","43 Parmenter Rd.","** READ UNLOAD **","","Hudson ","MA",="01749","","","567-9993",="567-9993","562-0707",="562-0707",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Lindquist Machine Corporation",="690","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="610 Baeten Rd","NOTE: RECV'G DOC ON S. BROADWAY","","Green Bay","WI",="54304","","","713-4111",="713-4111","920-499-8482",="920-499-8482",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="39-1288747",="4560000428409-03",="4000-00-00"
"Litron LLC",="850","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="45 Bowles Road ","","","Agawam","MA",="01001","","","789-0700",="789-0700",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Little Enterprises, Inc. ",="119","",="1","Customer","C","","",="006","","Yes","Y","No","N","","","","",="31 Locust Road","","","Ipswich","MA",="01938","","","356-7422",="356-7422","356-1393",="356-1393",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-3231085",="043231085",="4000-00-00"
"LoDolce Machine Co. Inc. ",="596","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="196 Malden Turnpike","","","Saugerties","NY",="12477","","","246-7017",="246-7017",,"",,"",,"","",="0002","JL","Joe Lafantano","","","","","No","N","USD",="11-2026852",="11-2026852",="4000-00-00"
"LOFTIS Steel & Aluminum",="439","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1111 Foster Avenue","","","Nashville","TN",="37210","","","463-9191",="463-9191",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Logan Steel Inc. ",="146","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","119 Empire Ave. ","","","Meriden","CT",="06450","","","235-0811",="235-0811","440-3161",="440-3161",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Louis A. Nelson, Inc.",="561","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="224 Glenwood Avenue ","","","Bloomfield","NJ",="07003","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Lovejoy Chaplet Corp.",="103","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="12 River Street","","","Hoosick Falls","NY",="12090","","","686-5232",="686-5232","686-4919",="686-4919",,"",,"","",="0004","JG","Jason Ganser","","","","","No","N","USD","",="14-1424204",="4000-00-00"
"Lyman Product Corp.",="765","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="475 Smith Street","M-TH - Delivery Hours: 6AM - 4PM","","Middletown","CT",="06457","","","632 - 2020",="632 - 2020",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-0969287",="2335099-000",="4000-00-00"
"Lynn Welding",="448","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="75 Rockwell Road","","","Newington ","CT",="06111","","","667-4400",="667-4400",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1353695",="3117876",="4000-00-00"
"Lyon Manufacturing",="232","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","215 Research Dr.","","","Milford","CT",="06460","","","876-7386",="876-7386",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"M&L Construction",="493","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="61 Lindley Street","","","Bridgeport","CT",="06604","","","521-0863",="521-0863",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"M&S Machine & Tool Co., Inc.",="416","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="744-8 Washington Avenue","","","West Haven","CT",="06516","","","933-8920",="933-8920","932-5798",="932-5798",,"",,"","mike@msmachinetool.com",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1214803",="5046610-000",="4000-00-00"
"Magna Standard Manufacturing Co",="659","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="122 Cascade Blvd","","","Milford","CT",="06460","","","874-0444",="874-0444",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="060665153",="0583765000",="4000-00-00"
"Magna Steel Sales",="471","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Alliance Dr","","","Beacon Falls","CT",="06403","","","888-0300",="888-0300",,"",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD",="06-1112657",="3990116-000",="4000-00-00"
"Magnetic Technologies, LTD",="432","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","43 Town Forest Rd.","P O Box 257","","Oxford","MA",="01540","","","987-3303",="987-3303",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-2836991",="5517645",="4000-00-00"
"Maine Parts & Machine Inc. ",="373","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="68 Waldron Way","","","Portland","ME",="04103","","","797-0024",="797-0024",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="01-0441021",="0231919",="4000-00-00"
"Mair-Mac Machine Co., Inc. ",="615","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="86 North Montello Street","","","Brockton","MA",="02301","","","895 - 9001",="895 - 9001",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Majestic MPT",="240","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="16 Grey Hollow Rd","","","Norwalk","CT",="06850","","","846-6092",="846-6092",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Maley Laser Processing",="150","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="25 Graystone Street","","","Warwick","RI",="02886","","","732-8400",="732-8400",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Mallory Industries, Inc.",="407","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","","","","","","","No","N","USD","","",="4000-00-00"
"Manchester Machine, LLC",="758","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="455 Gonic Road ","","","Rochester","NH",="03839","","","622 - 9096",="622 - 9096",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Manufacturing Support Industries, Inc.",="295","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2414 Northgate Drive","Suite #2","","Salisbury","MD",="21801","","","334-6140",="334-6140",,"",,"",,"","",="0001","RJE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Marcella Engineering Technologies",="729","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="19 State Route 10 East","Unit 18","","Succasunna","NJ",="07876","","","507-9653",="507-9653",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Mark Machine Company","M00001","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="97 Monson Road","PO Box 268","","Wales","MA","","United States","","245-1588",="245-1588","245-1589",="245-1589",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-6354685","",="4000-00-00"
"Markham Metals Inc ",="320","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","658-1121",="658-1121",,"",,"",,"","",="0001","","","","","","","No","N","USD","","",="4000-00-00"
"Marksmen MFG",="792","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="355 Marcus Blvd","","","Deer Park ","NY",="11729","","","226 - 0666",="226 - 0666",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Marty Gilman Inc","M00021","",="1","Customer","C","","","","","Yes","y","No","n","","","","",="30 Gilman Road","","","Gilman","CT",="06336","","","889-7334",="889-7334",,"",,"","823-1859",="823-1859","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Marzilli Machine Co., Inc.",="154","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","621 S. Almond St.","** COD - CALL PM OFFICE BEFORE SHIPMENT  **","","Fall River ","MA",="02724","","","567-4145",="567-4145","567-4851",="567-4851",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Matt Alinkofsky",="727","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","906-4976",="906-4976",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Maven Engineering Corp.",="602","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","1617 Collins Ave. ","","","Orange","CT",="92867","","","284 - 2173",="284 - 2173",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"McGard/ L.D.McCauley LLC",="817","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="3875 California Road ","","","Orchard Park ","NY",="14127","","","662 - 8980",="662 - 8980","716 - 539 - 7390",="716 - 539 - 7390",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="20-2373516","",="4000-00-00"
"Meadow Manufacturing Inc.",="754","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="120 Old Brickyard Lane","","","Kensington ","CT",="06037","","","357 - 3785",="357 - 3785","860 - 505 - 7757",="860 - 505 - 7757",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="45-2437702",="54186986-000",="4000-00-00"
"Mechanical Drive Components, Inc.",="457","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="30 Char Drive","","","Westfield","MA",="01085","","","535-2000",="535-2000",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="04-3475273","",="4000-00-00"
"MEGA PRECISION LLC ",="824","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="56 BUDNEY ROAD","UNIT B ","****  DO NOT DELIVER IN RAIN OR SNOW   ****","NEWINGTON","CT",="06111","","","203-887-5718",="203-887-5718",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="47-1399014",="63045462-001",="4000-00-00"
"Menard Mfg.",="131","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="162 Misty Meadows Circle","","","West Rutland","VT",="05777","","","774-8944",="774-8944",,"",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Metal Mart Co ",="528","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="5828 Smithway Street","","","Commerce","CA",="90040","","","985-0384",="985-0384","203-234-9419",="203-234-9419",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Metal Supermarkets -  Ed Metal LLC",="825","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","4 Lee Mac Ave.","","","Danbury","CT",="06810","","","293 - 0406",="293 - 0406",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="87-1387583",="100157893-001",="4000-00-00"
"Metalcrafters Inc. ",="130","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","104 Pleasant Valley St.","","","Methuen","MA",="01844","","","683-7097",="683-7097",,"",,"",,"","",="0005","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Methods Tooling",="654","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","635 Glasco Tpk.","","","Mt. Marion","NY",="12456","","","246-7100",="246-7100",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="14-1500109","",="4000-00-00"
"Metric Manufacturing Company LLC",="525","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1001 Foreman Rd","","","Lowell","MI",="49331","","","897-5959",="897-5959","616-897-4138",="616-897-4138",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="38-2217532","",="4000-00-00"
"Meyer Enterprises","M00002","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="75 Neal Court","","","Plainville","CT",="06062","United States","","410-9770",="410-9770","410-9772",="410-9772",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Michaud Tool Co, Inc. ",="503","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="122 Napco Dr","","","Terryville ","CT",="06786","","","582-6785",="582-6785",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-0840049",="0683078-000",="4000-00-00"
"Microwave Engineering Corp.",="127","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1551 Osgood Street","","","North Andover","MA",="01845","","","685-2776",="685-2776",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="042810270","",="4000-00-00"
"Mid City Steel",="122","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="275 State Road","","","Westport ","MA",="02790","","","675-7833",="675-7833","675-0003",="675-0003",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="04-3175547","",="4000-00-00"
"Midway - Nolan's Mill & Metal ",="859","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="107 Twin Oaks Drive","","","Syracuse","NY",="13206","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Millennium Precision LLC",="737","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="234 Abby Road ","","","Manchester","NH",="03103","","","644 - 1555",="644 - 1555",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="11-3755864","",="4000-00-00"
"Millrite Machine Inc.",="463","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Mitchell Machine Inc. ",="474","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="224 Hancock Street","","","Springfield","MA",="01109","","","739-9693",="739-9693",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="04-1626415","",="4000-00-00"
"MJ METAL INC",="227","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="225 HOWARD AVENUE","","","BRIDGEPORT","CT",="06605","","","334-3484",="334-3484",,"",,"",,"","","","","","","","","","No","N","USD","","",="5095-00-00"
"MK North America, Inc. ",="580","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="105 Highland Park Drive","","","Bloomfield","CT",="06002","","","310 - 2418",="310 - 2418",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"MK Services Corp.",="149","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","194 South Main St.","","","Middleton","MA",="01949","","","777-2196",="777-2196","777-0764",="777-0764",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
